Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Purchase,Month Number
6,277.1666667,2,900.5,24,1448.333333,0.00%,0.38%,0,0,May,2,4,4,2,New_Visitor,TRUE,FALSE,0,5
0,0,0,0,1,0,20.00%,20.00%,0,0,May,1,1,2,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,11,304,0.00%,1.82%,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,0,5
3,25.08333333,0,0,25,304.5,0.00%,0.74%,0,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,86,1699.666667,1.40%,2.68%,0,0.6,May,2,5,3,3,Returning_Visitor,FALSE,FALSE,0,5
1,27,0,0,4,467,0.00%,2.50%,0,0,May,1,1,1,4,New_Visitor,FALSE,FALSE,0,5
0,0,2,13,63,4833.925,0.62%,1.51%,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE,0,5
2,124,1,9,109,3731.138116,0.49%,1.52%,0,0.2,May,1,1,3,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,2,20,0.00%,5.00%,0,0,May,4,5,1,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,1,0,20.00%,20.00%,0,0.6,May,1,1,2,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,6,245,8.33%,10.56%,0,0.8,May,3,2,8,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,1,504,0.00%,10.00%,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE,0,5
1,76,0,0,19,1263.333333,1.18%,2.35%,60.34235294,0.6,May,2,2,1,3,Returning_Visitor,FALSE,TRUE,1,5
15,1629.333333,3,214.5,112,4509.823016,0.42%,2.00%,0,0,May,4,1,3,3,Returning_Visitor,FALSE,FALSE,0,5
1,62.5,3,196,36,585.178355,0.00%,0.13%,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,0,0,20.00%,20.00%,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE,0,5
6,51,0,0,26,536,0.74%,1.23%,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,1,78,18,570.3333333,0.00%,1.57%,0,0,May,4,1,1,4,Returning_Visitor,TRUE,FALSE,0,5
1,24,0,0,15,496.75,0.00%,0.63%,115.48625,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE,1,5
5,505,0,0,85,2197.195238,1.50%,2.94%,13.77355814,0.8,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,4,72.66666667,0.00%,8.33%,0,0.4,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,0,5
4,38,3,909,23,542.3333333,0.00%,1.53%,25.41321429,0.6,May,2,6,1,2,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,10,342.1666667,0.00%,2.22%,51.176,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE,1,5
6,32.5,2,62.5,80,1190.418903,0.57%,2.74%,7.530107143,0.8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
3,108.5,0,0,2,74.66666667,0.00%,1.67%,0,0.8,May,3,2,3,2,Returning_Visitor,FALSE,FALSE,0,5
3,154,2,107,58,1978.214286,0.00%,0.04%,0,0.6,May,2,5,3,2,New_Visitor,FALSE,FALSE,0,5
0,0,0,0,79,3129.393438,1.83%,4.50%,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,11,751.5,1.82%,2.42%,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE,0,5
4,118.9032258,6,104.5,111,2748.624538,0.54%,0.67%,119.6414737,0,May,1,1,2,3,Returning_Visitor,FALSE,FALSE,0,5
1,17,0,0,12,321.8333333,1.54%,3.46%,0,0.4,May,2,2,5,1,Returning_Visitor,FALSE,FALSE,0,5
8,192.5555556,1,91,109,2926.431962,0.00%,0.19%,12.8915,0,May,4,1,1,3,New_Visitor,FALSE,TRUE,1,5
2,40,1,93.66666667,54,2070.643939,0.38%,1.62%,0,0,May,3,3,3,4,Returning_Visitor,FALSE,FALSE,0,5
2,267,0,0,8,214.3333333,4.00%,5.50%,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE,0,5
6,107,1,10.5,5,39.5,0.00%,1.25%,0,0,May,2,2,1,5,New_Visitor,FALSE,FALSE,0,5
9,146,0,0,49,1592.133333,0.36%,2.00%,3.490036364,0,May,2,2,3,4,Returning_Visitor,TRUE,FALSE,0,5
5,54.83333333,0,0,26,986.9166667,0.00%,1.10%,45.69873563,0,May,6,2,4,5,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,12,418.3333333,0.00%,0.45%,0,0,May,2,4,9,5,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,12,1111,0.00%,3.33%,0,0.6,May,2,2,5,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,4,536.5,0.00%,5.00%,0,0,May,2,2,9,2,Returning_Visitor,FALSE,FALSE,0,5
2,29,1,38.5,32,410.1166667,0.43%,2.03%,3.322666667,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,3,5,10.00%,16.67%,0,0,May,1,1,3,6,Returning_Visitor,FALSE,FALSE,0,5
8,239.8333333,2,33,79,2650.408502,0.08%,0.56%,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,15,450.2,0.00%,2.19%,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE,0,5
4,210.5,0,0,131,2749.058333,0.91%,1.77%,8.960896465,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE,0,5
2,36.4,0,0,75,1959.304762,0.55%,2.71%,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE,0,5
3,69.16666667,0,0,35,869.0611111,0.00%,0.62%,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,25,1320.5,0.00%,3.07%,0,0.8,May,2,10,1,1,Returning_Visitor,FALSE,FALSE,0,5
3,509.6666667,0,0,19,976.3382353,0.00%,1.05%,23.62159091,0,May,1,1,1,2,Returning_Visitor,TRUE,TRUE,1,5
6,111,0,0,13,522,0.00%,1.11%,36.65444444,0,May,2,2,2,2,New_Visitor,FALSE,TRUE,1,5
4,20,0,0,57,1008.916667,0.35%,2.92%,5.304,0,May,2,5,2,6,Returning_Visitor,TRUE,FALSE,0,5
1,46,0,0,17,931,2.78%,6.30%,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,1,0,20.00%,20.00%,0,0.6,May,1,2,3,2,Returning_Visitor,FALSE,FALSE,0,5
2,125,0,0,7,49,2.50%,7.50%,0,0,May,1,1,8,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,6,25,13.33%,12.22%,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE,0,5
1,7,0,0,26,933.3333333,0.80%,2.80%,1.84752,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE,0,5
10,1751.047619,3,69,22,1552.547619,1.37%,7.05%,4.279294118,0,May,2,4,2,3,Returning_Visitor,FALSE,FALSE,0,5
5,827.2,2,48.5,71,3439.733242,0.00%,1.48%,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,5
2,55,0,0,16,1851.5,2.35%,4.12%,0,0,May,2,5,1,1,Returning_Visitor,FALSE,FALSE,0,5
2,25,0,0,5,40,6.67%,8.33%,0,0.6,May,2,2,1,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,20,457.5833333,2.22%,4.44%,0,0,May,2,2,9,4,Returning_Visitor,TRUE,FALSE,0,5
2,15,0,0,33,2081.5,0.00%,1.71%,0,0.6,May,2,10,1,3,Returning_Visitor,FALSE,FALSE,0,5
2,93,3,808.5,33,1310.472222,1.85%,4.43%,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE,0,5
4,73,0,0,34,1001.166667,0.00%,1.80%,0,0,May,2,5,4,3,Returning_Visitor,TRUE,FALSE,0,5
6,77,0,0,42,3436.066667,0.08%,1.95%,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,0,5
1,260,0,0,11,198.1666667,0.00%,0.83%,0,0,May,2,2,9,2,New_Visitor,FALSE,FALSE,0,5
2,13,0,0,17,296.2333333,1.25%,2.92%,0,0,May,1,1,2,3,Returning_Visitor,TRUE,FALSE,0,5
2,33,0,0,13,1649,0.00%,3.33%,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,5
2,566,0,0,11,574.3333333,0.00%,1.53%,34.26077778,0.4,May,1,1,8,2,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,6,161,0.00%,6.67%,0,0.2,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,39,2643.333333,0.00%,1.28%,0,0.4,May,4,1,3,4,Returning_Visitor,FALSE,FALSE,0,5
3,42,0,0,10,706,0.00%,1.11%,0,0,May,2,2,8,1,Returning_Visitor,TRUE,FALSE,0,5
7,85.52916667,3,255.5,45,2996.4875,1.48%,2.63%,2.0905,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,5,108,0.00%,4.00%,0,0,May,4,1,3,4,Returning_Visitor,FALSE,FALSE,0,5
4,191,0,0,45,2171.174592,0.00%,1.79%,0,0.4,May,2,4,7,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,23,255.6388889,0.00%,0.55%,0,0,May,3,2,4,2,Returning_Visitor,FALSE,FALSE,0,5
8,186.5,0,0,57,1925.102381,0.50%,1.75%,23.4154,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,8,202.3333333,0.00%,1.88%,0,0,May,3,2,1,6,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,15,239,4.89%,7.20%,0,0,May,3,2,1,3,Returning_Visitor,TRUE,FALSE,0,5
4,47,0,0,26,380.1666667,0.00%,1.59%,0,0,May,4,1,1,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,16,79,2.50%,3.75%,0,0,May,2,2,2,4,Returning_Visitor,TRUE,FALSE,0,5
0,0,1,1,93,4324.737073,2.11%,3.41%,0,1,May,3,2,1,5,Returning_Visitor,TRUE,FALSE,0,5
1,10,2,108,89,2114.083333,0.00%,1.17%,0,0.2,May,4,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,2,149,0.00%,10.00%,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,15,894,0.00%,1.54%,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,36,925.8333333,4.17%,7.13%,0,0.8,May,2,2,6,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,4,50,0.00%,7.50%,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE,0,5
1,6,0,0,2,85,0.00%,6.67%,0,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE,0,5
11,361.4761905,1,68,35,625.0856893,1.11%,2.20%,6.072158537,0,May,2,2,2,2,Returning_Visitor,TRUE,FALSE,0,5
2,32,0,0,7,164.5,0.00%,0.83%,0,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,20,275.6666667,6.67%,11.48%,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,89,5044.75689,0.25%,0.84%,0,0.8,May,1,1,6,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,5,691,0.00%,8.00%,0,0.6,May,2,2,2,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,2,0,20.00%,20.00%,0,0.6,May,2,2,3,3,Returning_Visitor,FALSE,FALSE,0,5
4,61,0,0,117,1569.866667,0.34%,1.19%,49.95438177,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,1,1.5,43,1368.484848,1.59%,5.36%,0,0.6,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,0,5
9,794.8833333,0,0,36,1697.55,1.75%,2.58%,24.61425,0.2,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,1,0,20.00%,20.00%,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,23,1134.5,6.65%,10.27%,0,0.8,May,2,5,1,11,Returning_Visitor,FALSE,FALSE,0,5
7,89.9,3,84,58,2787.25,0.00%,0.77%,98.04262564,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,11,297.25,0.00%,2.22%,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,27,352.0833333,1.48%,2.22%,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,4,26,0.00%,5.00%,0,0,May,4,1,1,1,Returning_Visitor,FALSE,FALSE,0,5
1,27,0,0,15,1486.666667,0.00%,1.38%,0,0,May,1,1,1,1,Returning_Visitor,TRUE,FALSE,0,5
5,162.5,1,11,82,1164.099635,1.07%,1.67%,0,0,May,3,2,7,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,18,1360.5,1.67%,4.07%,0,0.6,May,2,2,6,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,6,156,0.00%,1.67%,0,0.2,May,2,2,5,1,Returning_Visitor,FALSE,FALSE,0,5
3,204.75,0,0,46,1942.933333,1.01%,1.33%,0,0,May,1,1,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,10,133.8333333,0.00%,2.08%,0,0.4,May,3,2,4,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,5,36,6.67%,10.00%,0,0,May,2,5,3,6,Returning_Visitor,FALSE,FALSE,0,5
2,32,0,0,30,1407.5,0.65%,2.52%,15.51193548,0,May,2,2,1,13,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,1,0,20.00%,20.00%,0,0,May,3,2,9,13,Returning_Visitor,FALSE,FALSE,0,5
3,112,0,0,20,1187.5,0.00%,1.67%,26.8752,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,40,1090.566667,1.84%,4.12%,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE,0,5
1,0,0,0,1,0,20.00%,20.00%,0,0.4,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,0,5
6,91.5,0,0,9,115.5,1.82%,1.82%,0,0,May,3,2,9,3,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,8,463,0.00%,2.50%,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE,0,5
5,423.5,2,111.5,6,91.5,5.00%,5.56%,0,0.2,May,2,2,4,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,42,840.8333333,0.00%,1.90%,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE,0,5
9,174.475,0,0,43,895.9731685,0.00%,0.99%,30.66624113,0,May,1,2,6,2,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,7,76.5,0.71%,6.62%,0,0,May,3,2,1,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,7,104.3333333,8.57%,9.29%,0,0.8,May,3,2,6,13,Returning_Visitor,FALSE,FALSE,0,5
1,9,5,86,26,466.5,0.00%,0.67%,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
1,26,0,0,11,345.1666667,2.22%,0.89%,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,8,203,1.25%,3.75%,0,0,May,2,2,5,2,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,20,869.8,1.11%,3.33%,0,0,May,3,2,4,2,Returning_Visitor,TRUE,FALSE,0,5
1,41,0,0,6,68.5,0.00%,3.33%,0,0.4,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,57,980.8333333,0.71%,4.46%,0,0.8,May,2,2,3,11,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,45,1438.722222,0.45%,2.77%,0,0.8,May,4,2,3,4,Returning_Visitor,FALSE,FALSE,0,5
3,40,0,0,10,423.6666667,0.00%,1.82%,0,0,May,4,2,1,11,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,8,185.5,2.50%,3.75%,0,0,May,1,1,3,2,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,5,74,0.00%,8.00%,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,13,421.1666667,0.00%,2.82%,0,0.8,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,7,578.2,0.00%,3.33%,58.488,0,May,2,5,3,6,Returning_Visitor,TRUE,TRUE,1,5
12,418.3333333,2,85,127,6931.049725,0.43%,1.59%,2.321101087,1,May,2,2,5,6,Returning_Visitor,TRUE,FALSE,0,5
1,88,0,0,11,522.6666667,0.00%,2.22%,0,0,May,3,3,1,4,Returning_Visitor,FALSE,FALSE,0,5
2,86,0,0,36,1720.416667,0.00%,1.00%,0,0.2,May,2,10,4,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,22,2464.9,0.30%,5.15%,0,0.8,May,2,2,6,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,8,240,0.00%,2.86%,58.788,0.2,May,2,2,3,2,New_Visitor,FALSE,TRUE,1,5
1,5,2,134,101,5459.967105,3.87%,6.47%,0,0.2,May,1,1,1,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,2,15,15,328.4166667,0.00%,3.76%,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE,0,5
3,249,0,0,8,1046.5,4.00%,4.00%,0,0,May,1,1,6,4,New_Visitor,TRUE,FALSE,0,5
1,20,0,0,8,268,0.00%,2.59%,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,14,354.25,0.00%,1.54%,124.032,0,May,1,1,6,5,New_Visitor,FALSE,TRUE,1,5
3,100,0,0,8,127.6666667,0.00%,0.50%,0,0,May,3,2,4,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,3,15,6.67%,13.33%,0,0.4,May,2,2,4,1,Returning_Visitor,FALSE,FALSE,0,5
1,32,0,0,9,455,0.00%,2.22%,18.65333333,0,May,2,2,8,2,Returning_Visitor,TRUE,TRUE,1,5
5,90.875,1,15,58,2153.71859,0.75%,1.22%,3.97647235,0,May,3,2,1,2,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,8,166.25,0.00%,1.25%,0,0,May,2,10,1,4,Returning_Visitor,TRUE,FALSE,0,5
1,10,0,0,11,578,0.00%,1.17%,0,0,May,1,2,1,1,Returning_Visitor,FALSE,FALSE,0,5
3,110.5,0,0,10,284,0.00%,0.83%,0,1,May,1,8,1,11,New_Visitor,TRUE,FALSE,0,5
0,0,0,0,2,130,0.00%,5.00%,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE,0,5
4,14,0,0,28,341.35,0.71%,2.86%,0,0,May,4,1,2,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,4,40.5,0.00%,5.00%,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE,0,5
8,144.5,4,181.7222222,52,2826.790048,0.73%,3.01%,0,0,May,3,2,3,13,Returning_Visitor,TRUE,FALSE,0,5
6,211,1,58,41,2078.666667,0.83%,2.81%,0,0,May,2,2,8,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,2,0,20.00%,20.00%,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,1,0,20.00%,20.00%,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE,0,5
1,47,0,0,19,881.1666667,0.00%,0.59%,0,0,May,2,2,6,4,New_Visitor,FALSE,FALSE,0,5
0,0,0,0,30,950.8333333,0.67%,2.00%,0,0,May,2,5,8,4,Returning_Visitor,FALSE,FALSE,0,5
2,98,0,0,44,2279.222222,0.11%,1.23%,7.0182,0,May,3,2,7,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,16,729,1.25%,4.06%,0,0,May,2,4,1,3,Returning_Visitor,FALSE,FALSE,0,5
10,207.8666667,0,0,8,217.8666667,0.00%,0.42%,0,0.6,May,2,5,1,5,New_Visitor,FALSE,FALSE,0,5
0,0,0,0,12,354,0.00%,1.82%,0,0,May,2,7,1,2,New_Visitor,TRUE,FALSE,0,5
8,656,1,9,39,1390.866667,0.00%,0.93%,63.39474419,0,May,2,5,3,2,New_Visitor,FALSE,TRUE,1,5
0,0,0,0,4,104,0.00%,5.00%,0,0,May,2,10,2,2,Returning_Visitor,FALSE,FALSE,0,5
1,6,1,7,25,591.8928571,0.00%,2.08%,165.6204667,0,May,1,1,8,4,Returning_Visitor,TRUE,TRUE,1,5
4,319,1,21.5,33,1829.183333,0.00%,1.76%,16.07106667,0.6,May,2,4,7,2,Returning_Visitor,FALSE,TRUE,1,5
2,108,0,0,8,316.5,3.33%,4.07%,0,0,May,3,2,3,11,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,25,903.7,3.60%,5.94%,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,5,517.5,2.50%,10.00%,0,0,May,1,1,2,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,3,341.3333333,59,2946.6,0.33%,0.80%,9.380377049,0,May,1,1,6,2,Returning_Visitor,TRUE,TRUE,1,5
0,0,0,0,29,740.5,0.00%,0.93%,0,0,May,1,1,2,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,1,0,34,4566.238095,2.05%,5.92%,0,0.8,May,3,2,1,3,Returning_Visitor,FALSE,FALSE,0,5
8,105.5644231,5,249,128,3158.561476,0.55%,0.58%,5.472974626,0,May,1,1,6,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,2,55,0.00%,5.00%,0,0.4,May,3,2,1,13,Returning_Visitor,FALSE,FALSE,0,5
5,20,0,0,56,441.2166667,0.85%,1.93%,0,0.2,May,2,2,2,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,3,242,6.67%,13.33%,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,5,1439.5,0.00%,8.00%,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,12,312.6666667,0.00%,3.33%,0,0,May,1,1,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,8,56.33333333,0.00%,1.25%,0,1,May,2,2,1,4,Returning_Visitor,TRUE,FALSE,0,5
2,50.5,0,0,14,689.3833333,0.00%,1.33%,100.7776,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,15,614.3333333,0.77%,2.56%,0,0,May,1,1,1,15,Returning_Visitor,FALSE,FALSE,0,5
3,30.5,0,0,23,422.730303,0.83%,1.25%,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,24,485.2839744,0.49%,3.93%,0,1,May,2,2,2,4,Returning_Visitor,TRUE,FALSE,0,5
10,341.4285714,0,0,78,2588.077268,0.83%,1.21%,2.554071429,0,May,3,2,2,6,Returning_Visitor,TRUE,FALSE,0,5
3,105,0,0,34,603.7071429,0.00%,0.37%,14.75710476,0,May,1,1,1,3,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,2,0,20.00%,20.00%,0,0.2,May,2,2,2,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,6,600,0.00%,3.33%,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,8,82.83333333,0.00%,0.63%,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE,0,5
5,99.16666667,1,27,33,483.2666667,0.28%,0.91%,0,0.6,May,8,5,1,2,Returning_Visitor,FALSE,FALSE,0,5
5,436,0,0,7,26,6.67%,7.50%,0,0,May,3,2,2,13,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,12,272.6666667,0.00%,0.91%,0,0,May,3,2,1,4,New_Visitor,FALSE,FALSE,0,5
0,0,0,0,1,0,20.00%,20.00%,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE,0,5
1,43,1,0,3,65,0.00%,4.00%,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
8,102.6666667,0,0,49,4051.375,0.73%,2.29%,0,0,May,2,4,7,4,Returning_Visitor,FALSE,FALSE,0,5
7,195.875,2,0,68,1725.870671,0.32%,1.83%,16.16701333,0,May,2,2,6,2,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,27,359,0.00%,2.05%,0,0,May,1,1,7,2,Returning_Visitor,TRUE,FALSE,0,5
4,204.5,0,0,12,159,0.00%,2.67%,0,0,May,1,1,4,2,New_Visitor,TRUE,FALSE,0,5
0,0,0,0,24,676.1666667,0.00%,0.83%,2.705833333,0,May,2,2,6,4,Returning_Visitor,TRUE,TRUE,1,5
3,94,0,0,19,707.2666667,0.00%,3.57%,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE,0,5
1,255,0,0,35,1178,3.53%,6.47%,0,1,May,3,2,3,4,Returning_Visitor,TRUE,FALSE,0,5
0,0,0,0,6,56,0.00%,3.33%,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,FALSE,0,5
1,5,1,292,35,1916.9,0.00%,1.56%,11.19189333,0.2,May,2,10,6,3,Returning_Visitor,FALSE,TRUE,1,5
0,0,1,12,57,2773.166667,1.55%,5.09%,8.325206897,0,May,2,2,4,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,18,297.3,0.00%,1.18%,0,0,May,1,2,1,4,Returning_Visitor,FALSE,FALSE,0,5
1,4,0,0,18,631.6666667,0.00%,2.78%,56.32466667,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE,1,5
0,0,0,0,14,1340.75,0.00%,1.54%,57.58892308,0.6,May,4,1,3,4,New_Visitor,FALSE,TRUE,1,5
0,0,0,0,23,282.5,4.35%,7.39%,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,7,76,0.00%,7.14%,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE,0,5
2,43,0,0,17,434,0.00%,1.05%,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,4,464.6666667,0.00%,2.50%,0,0.6,May,3,2,1,1,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,5,240.5,8.00%,7.00%,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,24,530,0.00%,1.00%,0,0,May,2,6,3,4,Returning_Visitor,TRUE,FALSE,0,5
5,113.5,0,0,24,495.2738095,1.67%,3.78%,0,0,May,3,2,8,6,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,62,2232.45,0.82%,3.97%,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE,0,5
1,3,0,0,5,151,0.00%,1.67%,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE,0,5
0,0,0,0,2,49,0.00%,3.33%,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE,0,5
6,220,2,327,50,1845.166667,1.11%,2.24%,10.09862222,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE,0,5
